sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
netral,"Power suaranya kena banget..11,12 sama Tantri kotak ..sukses kak 👍","Power suaranya kena banget..11,12 sama Tantri kotak ..sukses kak <Jempol Ke Atas>",[]
negatif,"IG nya pernah diambil orang... Udah banyak followers nya dan difollowing sama orang ketjeh. Takut aja di salahgunakan. Mohon maaf ya hackers. Saya bukan marketing yang seenaknya kalian ambil setelah banyak followers, 😠","IG nya pernah diambil orang... Udah banyak followers nya dan difollowing sama orang ketjeh. Takut aja di salahgunakan. Mohon maaf ya hackers. Saya bukan marketing yang seenaknya kalian ambil setelah banyak followers, <Wajah Marah>",[]
netral,"Sy pnasaran dgn adat org bali nikah, buka vidio ini jdi tau 🙏","Sy pnasaran dgn adat org bali nikah, buka vidio ini jdi tau <Tangan Merapat Berdoa>",[]
positif,sakitnya gak kebayang😅😂😂,sakitnya gak kebayang<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
netral,29Desember 2025.😂 PT. Mencari cinta sejati.😂,29Desember 2025.<Wajah Menangis Gembira> PT. Mencari cinta sejati.<Wajah Menangis Gembira>,[]
negatif,Unik ramai gembira❤,Unik ramai gembira<Hati Merah>,[]
negatif,INDONESIA BANGET❤,INDONESIA BANGET<Hati Merah>,[]
negatif,"Sumpah ini ngebantu banget si bang, buat aku yang masih umur 20an.semoga aku bisa nge bayar rasa sakit ini lah bang😊😁🙌","Sumpah ini ngebantu banget si bang, buat aku yang masih umur 20an.semoga aku bisa nge bayar rasa sakit ini lah bang<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Mengangkat Kedua Tangan>",[]
netral,"Ijin membgikan vidio ya min 😇, terima kasih atas film nya😭😭","Ijin membgikan vidio ya min <Wajah Tersenyum Malaikat>, terima kasih atas film nya<Wajah Menangis Kencang><Wajah Menangis Kencang>",[]
negatif,"Aku peserta wisuda saat itu, suasananya haru banget nangis semua😢😢","Aku peserta wisuda saat itu, suasananya haru banget nangis semua<Wajah Menangis><Wajah Menangis>",[]
positif,Awokawok 😂,Awokawok <Wajah Menangis Gembira>,[]
positif,Gak tahan tawa jadinya ditekan videonya 😂,Gak tahan tawa jadinya ditekan videonya <Wajah Menangis Gembira>,[]
netral,Dari 2025😢😢,Dari 2025<Wajah Menangis><Wajah Menangis>,[]
netral,1 Januari 2026 😂,1 Januari 2026 <Wajah Menangis Gembira>,[]
negatif,Cantik banget kak❤❤,Cantik banget kak<Hati Merah><Hati Merah>,[]
netral,Kalau inget lagu Ghea setengah Mati Inget Kisah Pak Benny laos sama bu sherly nyata 😢,Kalau inget lagu Ghea setengah Mati Inget Kisah Pak Benny laos sama bu sherly nyata <Wajah Menangis>,[]
negatif,"Gila gila gokil abis suaranya..
Like banget❤❤❤❤","Gila gila gokil abis suaranya..
Like banget<Hati Merah><Hati Merah><Hati Merah><Hati Merah>",[]
netral,Sama alam ya kak😅,Sama alam ya kak<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
netral,"Harusnya sedih tp kalo youn yang ngomong jd ngakak ""ya gimana seok, namanya umur gak ada yang tau"" 😛","Harusnya sedih tp kalo youn yang ngomong jd ngakak ""ya gimana seok, namanya umur gak ada yang tau"" <Wajah Menjulurkan Lidah>",[]
netral,"kalo nonton full btsnya, psti bkln terkagum² sma editing nya, krna ada bbrpa yang pake lokasi asli kaya digunung itu tih asli, mereka smpe harus naik heli😭","kalo nonton full btsnya, psti bkln terkagum² sma editing nya, krna ada bbrpa yang pake lokasi asli kaya digunung itu tih asli, mereka smpe harus naik heli<Wajah Menangis Kencang>",[]
negatif,Setelah menjadi ibu dr anak anak yang sudah besar dan bekerja semua baru aku faham saat berkumpul bersama adalah waktu yang berharga disaat itu yang kuinginkan memberikan dan membuatkan kembali makanan kesukaan mereka dan saat mereka jauh aku selalu menanyakan khabarnya untuk memuaskan perasaan rinduku pada anak anakku dan kami luangkan waktu seminggu sekali untuk video call bila tidak ada kesibukan. Sehat sehat anakku yang dijepang yang dikerawang doa umi selalu untuk kalian ❤,Setelah menjadi ibu dr anak anak yang sudah besar dan bekerja semua baru aku faham saat berkumpul bersama adalah waktu yang berharga disaat itu yang kuinginkan memberikan dan membuatkan kembali makanan kesukaan mereka dan saat mereka jauh aku selalu menanyakan khabarnya untuk memuaskan perasaan rinduku pada anak anakku dan kami luangkan waktu seminggu sekali untuk video call bila tidak ada kesibukan. Sehat sehat anakku yang dijepang yang dikerawang doa umi selalu untuk kalian <Hati Merah>,[]
negatif,Wah kiat nya lucu 🤣🤣🤣🤣🤣🤣🤣,Wah kiat nya lucu <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
negatif,😊Wah banget.,<Wajah Tersenyum Dengan Mata Tersenyum>Wah banget.,[]
positif,Pasukan olok kejoo😂😂😂,Pasukan olok kejoo<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
netral,"당신의 할아버지, 형님오파, 당신은 정말 잘생겼어요. 하지만 인도네시아에서 종교적으로 분석적인 인사를 전해요 🤗🤗","당신의 할아버지, 형님오파, 당신은 정말 잘생겼어요. 하지만 인도네시아에서 종교적으로 분석적인 인사를 전해요 <Wajah Memeluk><Wajah Memeluk>",[]
positif,"Kata bu Rakaya Dhana nggak pernah mau dirayain Ultahnya,beliau orang lapangan,konsentrasi utuh pd tugas👍sukses bela negara adlh hadiah yang sangat berharga baginya lebih mahal dr hadiah Ultah❤","Kata bu Rakaya Dhana nggak pernah mau dirayain Ultahnya,beliau orang lapangan,konsentrasi utuh pd tugas<Jempol Ke Atas>sukses bela negara adlh hadiah yang sangat berharga baginya lebih mahal dr hadiah Ultah<Hati Merah>",[]
negatif,The best podcast❤❤❤,The best podcast<Hati Merah><Hati Merah><Hati Merah>,[]
positif,kebanyakan mood titid tuh bibir sampe jeding😂😂,kebanyakan mood titid tuh bibir sampe jeding<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,A Gilang masih langsing pada masanya 😂,A Gilang masih langsing pada masanya <Wajah Menangis Gembira>,[]
netral,Gua terakhir 😂,Gua terakhir <Wajah Menangis Gembira>,[]
negatif,Saya pasti bisa saya yaqin dan percaya hanya dalam nama tuhan amin2..❤❤,Saya pasti bisa saya yaqin dan percaya hanya dalam nama tuhan amin2..<Hati Merah><Hati Merah>,[]
netral,Ada Kiki sama Marshel di bangku penonton 😄,Ada Kiki sama Marshel di bangku penonton <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>,[]
positif,"Hostnya ngaku stand-up comedy? 😂 tegang amat 😂 kasian bang radit pasti dalam hatinya ""dih""","Hostnya ngaku stand-up comedy? <Wajah Menangis Gembira> tegang amat <Wajah Menangis Gembira> kasian bang radit pasti dalam hatinya ""dih""",[]
negatif,Dan endingnya si Agus betulan di tinggal istrinya😂😂,Dan endingnya si Agus betulan di tinggal istrinya<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,"Ya Allah gak tega liatnya, ksian udh tua msih hrus kerja, smoga sehat selalu ya kek ❤❤❤","Ya Allah gak tega liatnya, ksian udh tua msih hrus kerja, smoga sehat selalu ya kek <Hati Merah><Hati Merah><Hati Merah>",[]
negatif,"hadir selamat pagi, nice 👍","hadir selamat pagi, nice <Jempol Ke Atas>",[]
netral,"makanan fav:
- sate ayam
- soto
- sambal goreng 
- nasi kuning
- nasi goreng
BANYAKKK😍","makanan fav:
- sate ayam
- soto
- sambal goreng 
- nasi kuning
- nasi goreng
BANYAKKK<Wajah Tersenyum Dengan Mata Hati>",[]
negatif,Semua masakanya kelihatan enak👍👍 terima kasih resepnya bun..,Semua masakanya kelihatan enak<Jempol Ke Atas><Jempol Ke Atas> terima kasih resepnya bun..,[]
positif,Maksud hati pengen ne banggain WNA anaknya...ujung2xnya malah MALU sendiri....pasti dikulik jg tuh segala sesuatu ttg si embaknya...😂😂,Maksud hati pengen ne banggain WNA anaknya...ujung2xnya malah MALU sendiri....pasti dikulik jg tuh segala sesuatu ttg si embaknya...<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Gile sound nya ❤,Gile sound nya <Hati Merah>,[]
netral,Heran aku iklan pembalut kaga pernah di contohin kaya iklan pasta gigi 😕,Heran aku iklan pembalut kaga pernah di contohin kaya iklan pasta gigi <Wajah Bingung>,[]
negatif,"Cantik ga ngebosenin bahasa nya enak,,el lucuk banget dibelakang nengok2in cipa😂","Cantik ga ngebosenin bahasa nya enak,,el lucuk banget dibelakang nengok2in cipa<Wajah Menangis Gembira>",[]
positif,Kenyataan orang pinter lulusan kampus2 top itu sombong 😂,Kenyataan orang pinter lulusan kampus2 top itu sombong <Wajah Menangis Gembira>,[]
netral,Aku pernah ke bandung zoo 😮,Aku pernah ke bandung zoo <Wajah Terperangah Terbuka>,[]
netral,Udah rilis gak ni lagunya paul 😮😮😮 mau doenload,Udah rilis gak ni lagunya paul <Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka> mau doenload,[]
netral,Sayang lagu ini mau dak lagi viral😢😢😢,Sayang lagu ini mau dak lagi viral<Wajah Menangis><Wajah Menangis><Wajah Menangis>,[]
negatif,Emg ya pisces tuh romantis2 orgnya😍,Emg ya pisces tuh romantis2 orgnya<Wajah Tersenyum Dengan Mata Hati>,[]
netral,"1 Mei 2026 
🖐 absen","1 Mei 2026 
<Tangan Terbuka Jari Merenggang> absen",[]
negatif,ayah saya kangen kepada mu yah😭😭😭😭😭😭🤧🤧,ayah saya kangen kepada mu yah<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Bersin><Wajah Bersin>,[]
netral,"12:13 Tasyi's info ""Lavashak itu fruit roll yang dikeringkan dan disiram sirup delima dan biji delima"" ada di pojok kiri atas 😅","12:13 Tasyi's info ""Lavashak itu fruit roll yang dikeringkan dan disiram sirup delima dan biji delima"" ada di pojok kiri atas <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",[]
netral,skrg 1o2 tahun... 😮😮,skrg 1o2 tahun... <Wajah Terperangah Terbuka><Wajah Terperangah Terbuka>,[]
positif,Bahasa apa ini??? cek bejo😂😂😂😂😂😂😂😂😂😂😂😂😂,Bahasa apa ini??? cek bejo<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Ditempatku rempeyek setoples sgitu 33rb😂 andai pda bisa jual diolshop membantu banget harganya untuk lebih naik.pdahal enak jg,Ditempatku rempeyek setoples sgitu 33rb<Wajah Menangis Gembira> andai pda bisa jual diolshop membantu banget harganya untuk lebih naik.pdahal enak jg,[]
positif,Baru kli ini dengar tapi bikin nangis❤,Baru kli ini dengar tapi bikin nangis<Hati Merah>,[]
positif,"Onok yo wong wedok dhahar, muluk, tapi tetep ayu ki😊","Onok yo wong wedok dhahar, muluk, tapi tetep ayu ki<Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,Ibu .. ❤ .. makasih yang sudah bikin film ini.,Ibu .. <Hati Merah> .. makasih yang sudah bikin film ini.,[]
positif,😢😢😢😢😢😢😢😢😢 mewek,<Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis> mewek,[]
negatif,Tenang  bangat rasanya  jika di sini 😌,Tenang  bangat rasanya  jika di sini <Wajah Lega>,[]
positif,"beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia 😊","beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia <Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,"Sungguh inspiratif, dengan modal seadanya yang dipergunakan ternyata usahanya mampu tumbuh dan berkembang. Salut buat mbak nya 👍","Sungguh inspiratif, dengan modal seadanya yang dipergunakan ternyata usahanya mampu tumbuh dan berkembang. Salut buat mbak nya <Jempol Ke Atas>",[]
netral,aku mau beli malu bawanya tau mbak 😛,aku mau beli malu bawanya tau mbak <Wajah Menjulurkan Lidah>,[]
negatif,yah kecewa penonton 😛,yah kecewa penonton <Wajah Menjulurkan Lidah>,[]
positif,Malah kucing makan benda 😂😂😂😂,Malah kucing makan benda <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Walaupun berulang kali nonton tetep Yee sedih banget😭,Walaupun berulang kali nonton tetep Yee sedih banget<Wajah Menangis Kencang>,[]
negatif,"Hampir ketikung sama Thailand,kmrn juga gitu,tp untung menang 👍","Hampir ketikung sama Thailand,kmrn juga gitu,tp untung menang <Jempol Ke Atas>",[]
negatif,Hiiii kucing nya jadi sepedermen 😗😂😂😅😅,Hiiii kucing nya jadi sepedermen <Wajah Mencium><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
netral,12:13 mas sule😂,12:13 mas sule<Wajah Menangis Gembira>,[]
negatif,udah gue jamin gausah takut. gaada yang mau kecuali lo masih bawa kas smilemo di tas 😛,udah gue jamin gausah takut. gaada yang mau kecuali lo masih bawa kas smilemo di tas <Wajah Menjulurkan Lidah>,[]
negatif,Kamu 😂😂😂😂😂,Kamu <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,"Mungkin kurang piknik adrenalin 🙄. Mereka yang skeptis tuh kek bad-debitor yang mau seluruh data debitur bank hilang 💣, atau kek mahasiswa-pemalas yang ngarepin data nilai seluruh kampus hancur 🤣. Kaum ""merasa"" paling sengsara yang gak mo pusing sendirian oleh masalahnya 😒.","Mungkin kurang piknik adrenalin <Wajah Memutar Mata>. Mereka yang skeptis tuh kek bad-debitor yang mau seluruh data debitur bank hilang <Bom>, atau kek mahasiswa-pemalas yang ngarepin data nilai seluruh kampus hancur <Tertawa Terpingkal-Pingkal>. Kaum ""merasa"" paling sengsara yang gak mo pusing sendirian oleh masalahnya <Wajah Tidak Terhibur>.",[]
netral,"Anak nya yang lari, pintar. Stranger danger alarm 😊","Anak nya yang lari, pintar. Stranger danger alarm <Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,Mantap kak👍👍,Mantap kak<Jempol Ke Atas><Jempol Ke Atas>,[]
negatif,GREAT aku JUST LOVE YOUR GOLDIES😍😍,GREAT aku JUST LOVE YOUR GOLDIES<Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>,[]
positif,Nulook ni termasuk orng korea yang rasis ke indo gak sih gays😂,Nulook ni termasuk orng korea yang rasis ke indo gak sih gays<Wajah Menangis Gembira>,[]
positif,"😮ikhlas itu Berat
tapi bs dilatih❤❤😢😢","<Wajah Terperangah Terbuka>ikhlas itu Berat
tapi bs dilatih<Hati Merah><Hati Merah><Wajah Menangis><Wajah Menangis>",[]
negatif,"Ini flem benar"" terbaik dari cerita dan semuanya ,  sangat nyata ku rasakan dalam setiap alur dan terbawa emosi melihat ketidak Adilan ini , flem ini juga memberi pembelajaran untuk negara yang di singgungnya juga , kalian pasti tau negara apa itu yang korupnya  masuk poin tertinggi di dunia slah satunya iaaaaa 😅","Ini flem benar"" terbaik dari cerita dan semuanya ,  sangat nyata ku rasakan dalam setiap alur dan terbawa emosi melihat ketidak Adilan ini , flem ini juga memberi pembelajaran untuk negara yang di singgungnya juga , kalian pasti tau negara apa itu yang korupnya  masuk poin tertinggi di dunia slah satunya iaaaaa <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",[]
negatif,10:46 the best 🤣 ngakak bngt si itu mas mas yang di tengah wkwk,10:46 the best <Tertawa Terpingkal-Pingkal> ngakak bngt si itu mas mas yang di tengah wkwk,[]
netral,"Kenapa tuhan sempat menyatukan kita kalo akhirnya harus berpisah 😢.
Tapi yang lebih saya sesalkan, kenapa aku harus bertemu denganmu, kukira bertemu denganmu anugrah, ternyata musibah 😢
10-02-25","Kenapa tuhan sempat menyatukan kita kalo akhirnya harus berpisah <Wajah Menangis>.
Tapi yang lebih saya sesalkan, kenapa aku harus bertemu denganmu, kukira bertemu denganmu anugrah, ternyata musibah <Wajah Menangis>
10-02-25",[]
negatif,"semua nya  saya kangenin dari ibu,, ketika tidur bisanya ibu ku bangun tengah mlm. bawa lampu minyak dan nyariin nyamuk yang ngegigit di badan ku. biasanya saya sering kebangun klo ibu lagi namplokin nyamuk yang gigitin aku.padahal aku sudah besar sudah SMK  terus ibu bilang dah tidur lgi masih mlm.😭 .. ketika lulus SMK saya merantau cari kerja dan mewujudkan impian pasang listrik dan bikin sumur serta MCK dan dapur. itu terwujud di tahun 2007.","semua nya  saya kangenin dari ibu,, ketika tidur bisanya ibu ku bangun tengah mlm. bawa lampu minyak dan nyariin nyamuk yang ngegigit di badan ku. biasanya saya sering kebangun klo ibu lagi namplokin nyamuk yang gigitin aku.padahal aku sudah besar sudah SMK  terus ibu bilang dah tidur lgi masih mlm.<Wajah Menangis Kencang> .. ketika lulus SMK saya merantau cari kerja dan mewujudkan impian pasang listrik dan bikin sumur serta MCK dan dapur. itu terwujud di tahun 2007.",[]
positif,"Jait baju buat cucu sambil dengerin lagu"" disini.. Tau tau udh jadi aja tu baju.. Alhamdulillah😊","Jait baju buat cucu sambil dengerin lagu"" disini.. Tau tau udh jadi aja tu baju.. Alhamdulillah<Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,harusnya pertukaran warga dengan Indonesia saja jangan prindapan.. kami sdh muak sama pemerintahan disini.😂,harusnya pertukaran warga dengan Indonesia saja jangan prindapan.. kami sdh muak sama pemerintahan disini.<Wajah Menangis Gembira>,[]
netral,"Nah itu aing kalo sayang org gk main2, cuman kalo dah kecewa maaf2 aja hehe 🙃 mau bertahun2 juga aing gk perduli, sama sebaliknya pasti","Nah itu aing kalo sayang org gk main2, cuman kalo dah kecewa maaf2 aja hehe <Wajah Terbalik> mau bertahun2 juga aing gk perduli, sama sebaliknya pasti",[]
positif,"Modal Percaya enak aja lu 🤣🤣

SDM KONOHA rata²
Itu koruppppp dan nipu..
Fakta berjalan..","Modal Percaya enak aja lu <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>

SDM KONOHA rata²
Itu koruppppp dan nipu..
Fakta berjalan..",[]
negatif,"MasyaAllah, cantikkk sekalii😍😍","MasyaAllah, cantikkk sekalii<Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>",[]
negatif,"Bahagia 2 menit, sengsara 24 jam 😔","Bahagia 2 menit, sengsara 24 jam <Wajah Termenung Sedih>",[]
netral,O.b.i.T.😂😂😂,O.b.i.T.<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Tengkyu support nya bang 🙏😄,Tengkyu support nya bang <Tangan Merapat Berdoa><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>,[]
netral,"Pernah beli misteri box, 1000an, dapet tas anak kecil berkarakter Batman, sedangkan umur saya 27an🤣🤣","Pernah beli misteri box, 1000an, dapet tas anak kecil berkarakter Batman, sedangkan umur saya 27an<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>",[]
negatif,Seru ❤❤❤❤❤,Seru <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
positif,Kasian banget yang nama mya (Aku) di 19:52😢😢😢😭,Kasian banget yang nama mya (Aku) di 19:52<Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis Kencang>,[]
netral,"Setujuu, Aku juga tim youtube 😢","Setujuu, Aku juga tim youtube <Wajah Menangis>",[]
negatif,Lucu semua bang 😂 emang gak salah gw ngefans ama lu 😍,Lucu semua bang <Wajah Menangis Gembira> emang gak salah gw ngefans ama lu <Wajah Tersenyum Dengan Mata Hati>,[]
netral,Kalau ada modal dan lokasi yang tdk mencemari lingkungan mendingan produksi sendri aja bos..sy siap bantu untuk tenaga kerjanya 🙏,Kalau ada modal dan lokasi yang tdk mencemari lingkungan mendingan produksi sendri aja bos..sy siap bantu untuk tenaga kerjanya <Tangan Merapat Berdoa>,[]
netral,Sama kelas 9 juga 😹,Sama kelas 9 juga <Wajah Kucing Menangis Bahagia>,[]
netral,Sekian lama tak nonton ceramah ustaz Abdul Somad baru sekarang nonton lagi sampai mewek😢😢,Sekian lama tak nonton ceramah ustaz Abdul Somad baru sekarang nonton lagi sampai mewek<Wajah Menangis><Wajah Menangis>,[]
positif,Jelek ah bagusan pro max itu😂,Jelek ah bagusan pro max itu<Wajah Menangis Gembira>,[]
netral,"Bikin stres, tp nagih. Heran. 😛","Bikin stres, tp nagih. Heran. <Wajah Menjulurkan Lidah>",[]
netral,hadir kepala 3 😂,hadir kepala 3 <Wajah Menangis Gembira>,[]
positif,"Itu cm joke 😂
Serius amat hidup loe bang","Itu cm joke <Wajah Menangis Gembira>
Serius amat hidup loe bang",[]
negatif,kebawaaaa kesini karena ATEEZ 😍😍,kebawaaaa kesini karena ATEEZ <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>,[]
negatif,❤❤❤❤❤Sulis,<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>Sulis,[]
netral,Salam kenal dari banda neira Qu ❤😊,Salam kenal dari banda neira Qu <Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Ngecapnya kak ken ganggu sih 😂,Ngecapnya kak ken ganggu sih <Wajah Menangis Gembira>,[]
negatif,Sedat nya goreng nya tu  amin ❤❤❤😊😂😂,Sedat nya goreng nya tu  amin <Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Enk ya jika msih punya ortu😢😢,Enk ya jika msih punya ortu<Wajah Menangis><Wajah Menangis>,[]
netral,Yah ketinggalan dua jam. Selalu menunggu video yang terbaru bikin ngakak😂,Yah ketinggalan dua jam. Selalu menunggu video yang terbaru bikin ngakak<Wajah Menangis Gembira>,[]
netral,"Suara Annette singadalawan ❤❤❤

Saran satu aja mba Annette Jagan pakai hp lihat pakai layar besar aja di standing 😊","Suara Annette singadalawan <Hati Merah><Hati Merah><Hati Merah>

Saran satu aja mba Annette Jagan pakai hp lihat pakai layar besar aja di standing <Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,ngapain pake muak suami aku maksutnya 🙄😒,ngapain pake muak suami aku maksutnya <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,Hahahaha lucu banget bikin ngakak😂😂😂😂😂😂😂😂😂😂,Hahahaha lucu banget bikin ngakak<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Huwaaa apakah aku harus bangga ini terimakasih miyeon wkwkwk 😛,Huwaaa apakah aku harus bangga ini terimakasih miyeon wkwkwk <Wajah Menjulurkan Lidah>,[]
netral,berdamai dengan apa yang terjadi 😊😊,berdamai dengan apa yang terjadi <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,"Tidak mensyukuri pemberian Tuhan,❤","Tidak mensyukuri pemberian Tuhan,<Hati Merah>",[]
netral,ini sihhhh❤❤❤,ini sihhhh<Hati Merah><Hati Merah><Hati Merah>,[]
positif,"tapapa si mbak ni , konten nya buat sakit perut 😂😄😆","tapapa si mbak ni , konten nya buat sakit perut <Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>",[]
netral,permainan masa kecilnya kok sama ya trnyata di semua daerah indonesia. sy pikir cm di daerah saya aja 😅,permainan masa kecilnya kok sama ya trnyata di semua daerah indonesia. sy pikir cm di daerah saya aja <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Makin keren❤❤❤😊,Makin keren<Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"Terima Kasih atas lagu² cover nya, sangat terhibur.....❤","Terima Kasih atas lagu² cover nya, sangat terhibur.....<Hati Merah>",[]
negatif,"""𝗵𝗮𝗻𝘀𝗶𝗽𝘀𝗟0𝘁 SANGAT AMAN DAN PASTI DIKASIH MAKSWIN yang TERBAIK❤
KALAU SUDAH MAKSWIN PANDAI KONTROL NAFSU BOS
""","""𝗵𝗮𝗻𝘀𝗶𝗽𝘀𝗟0𝘁 SANGAT AMAN DAN PASTI DIKASIH MAKSWIN yang TERBAIK<Hati Merah>
KALAU SUDAH MAKSWIN PANDAI KONTROL NAFSU BOS
""",[]
negatif,"Turun dipinang makan dibusung, jauh bener😂
Padahal di tg.pinang banyak seafood2 enak dan lebih murah","Turun dipinang makan dibusung, jauh bener<Wajah Menangis Gembira>
Padahal di tg.pinang banyak seafood2 enak dan lebih murah",[]
negatif,Angelsalvador😅🤣😂😆😆😆😂😂😂😂😂😂😂🤣🤣🤣🤣,Angelsalvador<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
positif,"Jadi People pleaster ga enak karena dri kecil ga pernah dapet kasih sayang lebih dari orang tua ga pernah di anggep apapun usaha jadi anak baik, pintar dan ga nakal tetep ga diliat yang di liat cuma tentang kka kamu, akhirnya kebawa sampe dewasa, aku ga punya arah, down, dan dapet hal2 negatif terus, hal buruk aku takut memulai hal2 bru dan takut di cap jelek ga bisa ga bagus bahkan lebih baik meninggalkan padahal baru mulai, padahal masih dalam pikiran2 sendiri🙂","Jadi People pleaster ga enak karena dri kecil ga pernah dapet kasih sayang lebih dari orang tua ga pernah di anggep apapun usaha jadi anak baik, pintar dan ga nakal tetep ga diliat yang di liat cuma tentang kka kamu, akhirnya kebawa sampe dewasa, aku ga punya arah, down, dan dapet hal2 negatif terus, hal buruk aku takut memulai hal2 bru dan takut di cap jelek ga bisa ga bagus bahkan lebih baik meninggalkan padahal baru mulai, padahal masih dalam pikiran2 sendiri<Wajah Agak Tersenyum>",[]
