sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
negatif,"Kau ada yang memiliki,, mumngkinkah  kita akan saling memiliki 😢","Kau ada yang memiliki,, mumngkinkah  kita akan saling memiliki <Wajah Menangis>",[]
negatif,"Sangat terhibur s x
Syang g bisa di download 😊","Sangat terhibur s x
Syang g bisa di download <Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,Poko ny bes lh👍👍👍,Poko ny bes lh<Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>,[]
negatif,Suka lagu ini❤,Suka lagu ini<Hati Merah>,[]
negatif,Keren lagu2nya mengingatkan kami saat dimasa  itu teruslah berkarya 🙏👍,Keren lagu2nya mengingatkan kami saat dimasa  itu teruslah berkarya <Tangan Merapat Berdoa><Jempol Ke Atas>,[]
negatif,❤ mantap 👍👍,<Hati Merah> mantap <Jempol Ke Atas><Jempol Ke Atas>,[]
negatif,Mantab.....kenangan❤,Mantab.....kenangan<Hati Merah>,[]
negatif,Menghibur❤,Menghibur<Hati Merah>,[]
negatif,"Masyaallah indah nya lagu"" Ini❤❤❤❤","Masyaallah indah nya lagu"" Ini<Hati Merah><Hati Merah><Hati Merah><Hati Merah>",[]
negatif,Keren ❤❤❤❤,Keren <Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,"Lagu lagu dulu memang enak didengar liriknya,, salam sapa di Semarang,, ❤NKRI","Lagu lagu dulu memang enak didengar liriknya,, salam sapa di Semarang,, <Hati Merah>NKRI",[]
negatif,Keren lagunya salam dari Bugis papua❤ 24:57,Keren lagunya salam dari Bugis papua<Hati Merah> 24:57,[]
negatif,Keren lagunya salam dari Bugis papua❤,Keren lagunya salam dari Bugis papua<Hati Merah>,[]
negatif,Trims atas lagu nostalgia nya❤,Trims atas lagu nostalgia nya<Hati Merah>,[]
negatif,"Krenn duetx, semoga di lancarkn dalam duetx😢😢😢😢","Krenn duetx, semoga di lancarkn dalam duetx<Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis>",[]
negatif,Menyayat hati.debeesss. kereeennn ❤,Menyayat hati.debeesss. kereeennn <Hati Merah>,[]
negatif,TRIMA KASIH ATAS LAGU 2 KESUKAANKU SMG JAYA DI UDARA SALAM UNTUK SEMUA NYA❤❤❤,TRIMA KASIH ATAS LAGU 2 KESUKAANKU SMG JAYA DI UDARA SALAM UNTUK SEMUA NYA<Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Keren ...juga ga pelit ...❤❤❤❤,Keren ...juga ga pelit ...<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Makasih kak👌,Makasih kak<Tangan Isyarat Ok>,[]
negatif,Oke banget lagu2 nya ❤👍,Oke banget lagu2 nya <Hati Merah><Jempol Ke Atas>,[]
negatif,"Emang enak lagu nya ,di buwat santai apa lagi pas duduk2 kenak kopi ,,,😊😊","Emang enak lagu nya ,di buwat santai apa lagi pas duduk2 kenak kopi ,,,<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,"Mantepp banget lgunya, jadi semangat kerja👍","Mantepp banget lgunya, jadi semangat kerja<Jempol Ke Atas>",[]
negatif,Enak d suasana hujan.... Santai ❤,Enak d suasana hujan.... Santai <Hati Merah>,[]
negatif,Keren banget nih lagunya enak di dengar saat kerja ❤,Keren banget nih lagunya enak di dengar saat kerja <Hati Merah>,[]
negatif,Lagu nya mantap buat santai 👌,Lagu nya mantap buat santai <Tangan Isyarat Ok>,[]
negatif,Nice song😊,Nice song<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,I love you 4ever❤❤❤,I love you 4ever<Hati Merah><Hati Merah><Hati Merah>,[]
negatif,"Adem sekali lagunya, enak di dengar❤❤❤❤❤","Adem sekali lagunya, enak di dengar<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>",[]
negatif,Lagunya keren❤,Lagunya keren<Hati Merah>,[]
negatif,"AI, Makasih kak👌","AI, Makasih kak<Tangan Isyarat Ok>",[]
negatif,makin inget waktu usia 15 tahun...😊😊😊❤,makin inget waktu usia 15 tahun...<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah>,[]
negatif,Keren pake banget dan enak lagu²nya....❤,Keren pake banget dan enak lagu²nya....<Hati Merah>,[]
negatif,MANTAP 🙂🙂🙂🙏,MANTAP <Wajah Agak Tersenyum><Wajah Agak Tersenyum><Wajah Agak Tersenyum><Tangan Merapat Berdoa>,[]
negatif,Bagus banget saat santai dirmh sambil makan ❤❤,Bagus banget saat santai dirmh sambil makan <Hati Merah><Hati Merah>,[]
negatif,"Keren skli lagu"" nya❤❤","Keren skli lagu"" nya<Hati Merah><Hati Merah>",[]
negatif,Mantul boss😊,Mantul boss<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"Lagunya keren, karena gak tau artinya 😂","Lagunya keren, karena gak tau artinya <Wajah Menangis Gembira>",[]
negatif,Lagu keren sekali klau ddk nongkrong sambil putar❤❤,Lagu keren sekali klau ddk nongkrong sambil putar<Hati Merah><Hati Merah>,[]
negatif,Keren banget ...👍👍🔥🔥🔥,Keren banget ...<Jempol Ke Atas><Jempol Ke Atas><Api><Api><Api>,[]
negatif,anjir kangen 2020😢,anjir kangen 2020<Wajah Menangis>,[]
negatif,Candu banget sumpah udh gtw berapa ratus kali dengerin 😭.. Dari pertama kali rilis  sampe sekarang masi suka banget,Candu banget sumpah udh gtw berapa ratus kali dengerin <Wajah Menangis Kencang>.. Dari pertama kali rilis  sampe sekarang masi suka banget,[]
negatif,kangen bangettt balikk lagiii❤,kangen bangettt balikk lagiii<Hati Merah>,[]
negatif,Nostalgia ❤,Nostalgia <Hati Merah>,[]
negatif,Aaah inget lagu ini pas masih ngekos sendiri. Suka banget lagu ini. Tahun 2019. Sekarang udh 2026 ya❤,Aaah inget lagu ini pas masih ngekos sendiri. Suka banget lagu ini. Tahun 2019. Sekarang udh 2026 ya<Hati Merah>,[]
negatif,Covid vibes😂,Covid vibes<Wajah Menangis Gembira>,[]
negatif,"kenapa baruuu tauuu sekarang ihhhhh, KAKKK HEBATTT BANGETTT😭😭😭😭 langsung nyessss ke hatii","kenapa baruuu tauuu sekarang ihhhhh, KAKKK HEBATTT BANGETTT<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> langsung nyessss ke hatii",[]
negatif,suaranya bgusss❤❤❤,suaranya bgusss<Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Njir nyaman bngt di kuping gw❤,Njir nyaman bngt di kuping gw<Hati Merah>,[]
negatif,😮kualitas suaranya ga kalah sama luar negeri,<Wajah Terperangah Terbuka>kualitas suaranya ga kalah sama luar negeri,[]
negatif,Hadirrrrrr🐥,Hadirrrrrr<Anak Ayam Menghadap Depan>,[]
negatif,Mantap bro😂😂😂,Mantap bro<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,lagunya bikin semangat👏👏,lagunya bikin semangat<Tepuk Tangan><Tepuk Tangan>,[]
negatif,Gw suka banget lagu yang ceria begini 😂 bosen klo lagu galau mulu,Gw suka banget lagu yang ceria begini <Wajah Menangis Gembira> bosen klo lagu galau mulu,[]
negatif,lagu nyaa jadi bikin jatuh cintaa tapii kesiapaa soalnyaa kan jombloo😂,lagu nyaa jadi bikin jatuh cintaa tapii kesiapaa soalnyaa kan jombloo<Wajah Menangis Gembira>,[]
negatif,yang di tengah itu namanya siapa manis banget senyumnya cakep banget lesung pipinya manis banget❤😅😂🤣😂,yang di tengah itu namanya siapa manis banget senyumnya cakep banget lesung pipinya manis banget<Hati Merah><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira>,[]
negatif,Keren banget ❤❤❤❤❤,Keren banget <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Terpesona liat gitarisnya yang duduk di tengah😍,Terpesona liat gitarisnya yang duduk di tengah<Wajah Tersenyum Dengan Mata Hati>,[]
negatif,LUAR BIASA 🔥🔥🔥🔥❤❤❤,LUAR BIASA <Api><Api><Api><Api><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Suka banget lagu nya 😭,Suka banget lagu nya <Wajah Menangis Kencang>,[]
negatif,Klu denger lagu ini semangat truuuus padahal umurku da 55 thn happy bangetttttt😊😊😊😊,Klu denger lagu ini semangat truuuus padahal umurku da 55 thn happy bangetttttt<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"wanita idaman saya ini vokalis hivi suara imut, merdu, cantik, manis, botol yakult 😍","wanita idaman saya ini vokalis hivi suara imut, merdu, cantik, manis, botol yakult <Wajah Tersenyum Dengan Mata Hati>",[]
negatif,Aaaa lagunya keren banget ❤,Aaaa lagunya keren banget <Hati Merah>,[]
negatif,sukaaaaaaaaaaaa😍😍,sukaaaaaaaaaaaa<Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>,[]
negatif,Asik banget lagunya ❤,Asik banget lagunya <Hati Merah>,[]
negatif,"Semoga sukses, zayn...tetap rendah hati❤","Semoga sukses, zayn...tetap rendah hati<Hati Merah>",[]
negatif,kerreennnn❤❤❤,kerreennnn<Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Baguss mas Wapres ❤❤,Baguss mas Wapres <Hati Merah><Hati Merah>,[]
negatif,Cakep banget ini ❤,Cakep banget ini <Hati Merah>,[]
negatif,Keren banget❤❤,Keren banget<Hati Merah><Hati Merah>,[]
negatif,Suka banget denger ❤ seperti berbunga2 ..haha,Suka banget denger <Hati Merah> seperti berbunga2 ..haha,[]
negatif,lagu ini nadanya mirip sama aslinya jadi bisa diterima para musisi jadul 🤗🤗🤗,lagu ini nadanya mirip sama aslinya jadi bisa diterima para musisi jadul <Wajah Memeluk><Wajah Memeluk><Wajah Memeluk>,[]
negatif,"Paramita, sayangku sepertinya sedang jatuh cinta 😅 buat sahabat kantor, sehat dan sukses selalu, aku Love you sayangku.","Paramita, sayangku sepertinya sedang jatuh cinta <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> buat sahabat kantor, sehat dan sukses selalu, aku Love you sayangku.",[]
negatif,👍👍👍👍👍👍👍 Kolaborasi yang kereeeeennnn,<Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas> Kolaborasi yang kereeeeennnn,[]
negatif,"kalo masalah lagu asmara, mas Yovie emang jagonya 😁","kalo masalah lagu asmara, mas Yovie emang jagonya <Wajah Menyeringai Dengan Mata Tersenyum>",[]
negatif,Cheer up  💪,Cheer up  <Otot Lengan Kuat>,[]
negatif,"lagu ini general ke smua agama kan, soalnya aku sebagai muslim relate ❤","lagu ini general ke smua agama kan, soalnya aku sebagai muslim relate <Hati Merah>",[]
negatif,Suka banget lagu HIVI bikin ceriaa 😊😊😊😊 Semangat,Suka banget lagu HIVI bikin ceriaa <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum> Semangat,[]
negatif,Nadin makasih ya...lagu nya sudah setahun jg theme song hidupku ❤,Nadin makasih ya...lagu nya sudah setahun jg theme song hidupku <Hati Merah>,[]
negatif,"kadang emg ga ngerasa deket banget sm adekku satu2 nya, tapi semoga km lebih sukses dr kakak, sebisa mungkin aku menguasakan wlpn belum bisa ngasih kebahagiaan yang lebih, km bisa surivive sampe semester akhir dek, ayo kita bisa lewati semua badai dan ujian ini, kita bisa ngebahagiaan ibu kita tanpa sosok ayah
semangat skripsiannya❤","kadang emg ga ngerasa deket banget sm adekku satu2 nya, tapi semoga km lebih sukses dr kakak, sebisa mungkin aku menguasakan wlpn belum bisa ngasih kebahagiaan yang lebih, km bisa surivive sampe semester akhir dek, ayo kita bisa lewati semua badai dan ujian ini, kita bisa ngebahagiaan ibu kita tanpa sosok ayah
semangat skripsiannya<Hati Merah>",[]
negatif,Kereeeen ❤,Kereeeen <Hati Merah>,[]
negatif,"Dengerin ini kayak berasa jatuh cinta gitu looohh, sukak bangeeettt ❤❤❤❤💞💞💞💞","Dengerin ini kayak berasa jatuh cinta gitu looohh, sukak bangeeettt <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Berputar><Hati Berputar><Hati Berputar><Hati Berputar>",[]
negatif,Sehat sehat Mas Yovie biar bisa bikin musik keren terus 😊,Sehat sehat Mas Yovie biar bisa bikin musik keren terus <Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"newbie sebagus ini?!!! Asli sih baru banget denger tdi lngsung candu trs cari di yt, pas banget relate sm guaaaa huhuu, tanggung jawab lu bertigaa candu banget iniii😂❤","newbie sebagus ini?!!! Asli sih baru banget denger tdi lngsung candu trs cari di yt, pas banget relate sm guaaaa huhuu, tanggung jawab lu bertigaa candu banget iniii<Wajah Menangis Gembira><Hati Merah>",[]
negatif,"Rezeki hari ini bikin aku makin optimis, cuma di HARTA138! 😬 😟","Rezeki hari ini bikin aku makin optimis, cuma di HARTA138! <Wajah Meringis> <Wajah Cemas>",[]
negatif,Kangen neidaaa nyanyiin... ❤❤,Kangen neidaaa nyanyiin... <Hati Merah><Hati Merah>,[]
negatif,Woww Kerennnn habisss kalian 😍😍,Woww Kerennnn habisss kalian <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>,[]
negatif,vibes nya 2014😭,vibes nya 2014<Wajah Menangis Kencang>,[]
negatif,Inget masih muda 😅,Inget masih muda <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,2025 nih guys cihuy 😊,2025 nih guys cihuy <Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"Bikin semangat nyetrika , bernostalgia dengan lagu jaman muda 🤣🤣","Bikin semangat nyetrika , bernostalgia dengan lagu jaman muda <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>",[]
negatif,"Jadi semangat kerja, terima kasih lagu-lagunya 😊","Jadi semangat kerja, terima kasih lagu-lagunya <Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,"Playlist nya pas banget,, mendengarkan di usia 29 tahun😅","Playlist nya pas banget,, mendengarkan di usia 29 tahun<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",[]
negatif,Nostalgia bersama mereka❤❤❤❤,Nostalgia bersama mereka<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Everyone 2025🔥,Everyone 2025<Api>,[]
negatif,Seru ❤❤❤❤❤,Seru <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,"ketemu lagu yang bikin happy dn semangat, sukkàaaa😊","ketemu lagu yang bikin happy dn semangat, sukkàaaa<Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,"A

❤❤ Awas❤😊a😊😊😊😊","A

<Hati Merah><Hati Merah> Awas<Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>a<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,mantap bang lagunya enak banget👍,mantap bang lagunya enak banget<Jempol Ke Atas>,[]
negatif,Olahraga pakai lagu ini enak juga 😂,Olahraga pakai lagu ini enak juga <Wajah Menangis Gembira>,[]
negatif,Bng gluuk sekali😅,Bng gluuk sekali<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Margasari Tegal hadir lagunya enak adem  didengerin sambil kerja aku suka banget ❤❤❤😘,Margasari Tegal hadir lagunya enak adem  didengerin sambil kerja aku suka banget <Hati Merah><Hati Merah><Hati Merah><Wajah Meniup Ciuman>,[]
negatif,Lagunya enak untuk ngelipeti gombal😂,Lagunya enak untuk ngelipeti gombal<Wajah Menangis Gembira>,[]
negatif,Tenang banget😊,Tenang banget<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,enak didengar lagunya pas lagi galau 😅,enak didengar lagunya pas lagi galau <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,wah enak nya di dengar 🤤,wah enak nya di dengar <Wajah Mengiler>,[]
negatif,Aku senang mendengar lagu ini ❤❤😊😊,Aku senang mendengar lagu ini <Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Aku senang mendengar lagu ini ❤😊😊,Aku senang mendengar lagu ini <Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Mantap laah.....😅,Mantap laah.....<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Kayak gini nih yang gue suka enak bett jirr😂,Kayak gini nih yang gue suka enak bett jirr<Wajah Menangis Gembira>,[]
negatif,Lagu nya asikkk❤,Lagu nya asikkk<Hati Merah>,[]
negatif,Wah ...keren Gen Z... Saluuut ❤👍,Wah ...keren Gen Z... Saluuut <Hati Merah><Jempol Ke Atas>,[]
negatif,Niatnya sambil gosok sambil dgerin lagu biar ga kerasa capenya.. Alhamdulillah lagunya kelar gosokannya msih numpuk 😅😅..,Niatnya sambil gosok sambil dgerin lagu biar ga kerasa capenya.. Alhamdulillah lagunya kelar gosokannya msih numpuk <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>..,[]
negatif,Enak banget lagunya 😊😊😊😊,Enak banget lagunya <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,mantap lagu nya sambil nyatain dan kerja 😂,mantap lagu nya sambil nyatain dan kerja <Wajah Menangis Gembira>,[]
negatif,sambil masak mie asek juga nihh laguu 😂,sambil masak mie asek juga nihh laguu <Wajah Menangis Gembira>,[]
negatif,Asik sambil bersihin rumah 😂,Asik sambil bersihin rumah <Wajah Menangis Gembira>,[]
negatif,Wkwkw😂...gen z belum ngerasain Musik SKA asik bisa jingkrak2x,Wkwkw<Wajah Menangis Gembira>...gen z belum ngerasain Musik SKA asik bisa jingkrak2x,[]
negatif,"Aku ngerti kak, seru buat goyang 😂","Aku ngerti kak, seru buat goyang <Wajah Menangis Gembira>",[]
negatif,Enak banget di dngerin smbil nyuci baju gaess 😂,Enak banget di dngerin smbil nyuci baju gaess <Wajah Menangis Gembira>,[]
negatif,"semanagt mom, btw aku mah tim sambil bersih bersih rumah😂❤","semanagt mom, btw aku mah tim sambil bersih bersih rumah<Wajah Menangis Gembira><Hati Merah>",[]
negatif,enak sambil nyapu di rumah jirr😂,enak sambil nyapu di rumah jirr<Wajah Menangis Gembira>,[]
negatif,Enak sambil nyabu nih lagu.. 😅,Enak sambil nyabu nih lagu.. <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Aaasssssik...musiknya...santai dan adem....👍,Aaasssssik...musiknya...santai dan adem....<Jempol Ke Atas>,[]
negatif,Mewek aq tuch buat putra putra kembar ku mahes mahres semangat nak berjuang sama sama kita semua😢😢❤❤❤,Mewek aq tuch buat putra putra kembar ku mahes mahres semangat nak berjuang sama sama kita semua<Wajah Menangis><Wajah Menangis><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,bagus banget lagunya enak banget apalagi dengar sambil belajar😊👍🤓 Aku suka lagu ini,bagus banget lagunya enak banget apalagi dengar sambil belajar<Wajah Tersenyum Dengan Mata Tersenyum><Jempol Ke Atas><Wajah Kutu Buku> Aku suka lagu ini,[]
negatif,Bagus banget denger lagu nya sambil belajar ❤❤❤,Bagus banget denger lagu nya sambil belajar <Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Cocok lagunya sambil beberes rumah nungguin gilingan mesin cuci dan nyci piring sambil nyanyi... 😂😂😂😂,Cocok lagunya sambil beberes rumah nungguin gilingan mesin cuci dan nyci piring sambil nyanyi... <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Bagus banget lagunya ❤,Bagus banget lagunya <Hati Merah>,[]
negatif,"good to hear while doing school and housework or House work 😅I feel tired hahaha 😢I feel sad and happy I'm tired of doing worldly work, but I'm still small l we have to be patient, kids","good to hear while doing school and housework or House work <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>I feel tired hahaha <Wajah Menangis>I feel sad and happy I'm tired of doing worldly work, but I'm still small l we have to be patient, kids",[]
negatif,Iyakahhh😮😮,Iyakahhh<Wajah Terperangah Terbuka><Wajah Terperangah Terbuka>,[]
negatif,Dengernya bikin aku gak berhenti denger lagu ini😂😂,Dengernya bikin aku gak berhenti denger lagu ini<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Mantap Kaka lagu nya enak banget salam kenal Kaka Saya dari Papua kaka😊,Mantap Kaka lagu nya enak banget salam kenal Kaka Saya dari Papua kaka<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Cocok buat game😪,Cocok buat game<Wajah Mengantuk>,[]
negatif,Djdkykdktxk😢,Djdkykdktxk<Wajah Menangis>,[]
negatif,Enak banget dengerin ya sambil tidur😅,Enak banget dengerin ya sambil tidur<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,"Dengerin lagu ini sambil jualan  dijembatan bubak , Gondang, Mojokerto...syahduuu ..angin sepoi""..salam damai...teman""🙏","Dengerin lagu ini sambil jualan  dijembatan bubak , Gondang, Mojokerto...syahduuu ..angin sepoi""..salam damai...teman""<Tangan Merapat Berdoa>",[]
negatif,Lagu favoritnya suamiku❤,Lagu favoritnya suamiku<Hati Merah>,[]
negatif,Lgu nya enak banget buat di denger😊,Lgu nya enak banget buat di denger<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Enak banget di dengar lagu ini buat ngerjain tugas atau ngerjain pekerjaan rumah ❤😊😌,Enak banget di dengar lagu ini buat ngerjain tugas atau ngerjain pekerjaan rumah <Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Lega>,[]
negatif,Enak lagu nya ❤❤❤❤❤❤❤❤,Enak lagu nya <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Kerja di depot enak bangettt dengar lagu ini kata anak kos yang hendak ngisi air😊,Kerja di depot enak bangettt dengar lagu ini kata anak kos yang hendak ngisi air<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Bagus lagunya😢,Bagus lagunya<Wajah Menangis>,[]
negatif,aduh enak banget lagu nyaa😅,aduh enak banget lagu nyaa<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Cocok buat aku lagi ngerjain kerjaan rumah ❤❤❤,Cocok buat aku lagi ngerjain kerjaan rumah <Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Enak banget tidur ku❤😊,Enak banget tidur ku<Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,"Bagus banget lagunya buat belajar,tidur❤😊","Bagus banget lagunya buat belajar,tidur<Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>",[]
negatif,Enak banget😮,Enak banget<Wajah Terperangah Terbuka>,[]
negatif,Mandi sambil dengerin lagu in enak banget😊,Mandi sambil dengerin lagu in enak banget<Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Bagus bangt cocok buat pas lagi sedihhhh❤,Bagus bangt cocok buat pas lagi sedihhhh<Hati Merah>,[]
negatif,Enak sekali lagu nya saya suka bangtttt😘😘,Enak sekali lagu nya saya suka bangtttt<Wajah Meniup Ciuman><Wajah Meniup Ciuman>,[]
negatif,Bagus banget lagu nya😊😊😊,Bagus banget lagu nya<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Bagus banget lagunya merdu suaranya😊😊,Bagus banget lagunya merdu suaranya<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Bagus banget lagu nya sambil kerja ☺,Bagus banget lagu nya sambil kerja <Wajah Tersenyum Simpel>,[]
negatif,Ya bener banget 😊,Ya bener banget <Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,baguss bangeeeet bikiiiin aku tidurrrrr❤,baguss bangeeeet bikiiiin aku tidurrrrr<Hati Merah>,[]
negatif,Bagus banget  suaranya❤,Bagus banget  suaranya<Hati Merah>,[]
negatif,Selalu jadi lagu favorit pokoknya ❤❤❤❤❤,Selalu jadi lagu favorit pokoknya <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,BAGUS BANGET LAGU NYAH BIKIN AKU TIDUR 😢,BAGUS BANGET LAGU NYAH BIKIN AKU TIDUR <Wajah Menangis>,[]
negatif,Enak banget 😊,Enak banget <Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Bagus baget bikin aku santai aja😅,Bagus baget bikin aku santai aja<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,lagu-nya merduk sekali kak aku suka kak❤❤❤❤,lagu-nya merduk sekali kak aku suka kak<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Lagu nya bagus sekali kak ❤❤❤,Lagu nya bagus sekali kak <Hati Merah><Hati Merah><Hati Merah>,[]
negatif,"Cocok di segala suasana,aku koment yang ke 3😂","Cocok di segala suasana,aku koment yang ke 3<Wajah Menangis Gembira>",[]
negatif,"Gara² cewe di keroyok Ama anak SMA sebelah. Putih abu² emang masa paling indah...
Angkatan 2006 angkat jempolnya.
Staying enthusiastic makes us strong😂","Gara² cewe di keroyok Ama anak SMA sebelah. Putih abu² emang masa paling indah...
Angkatan 2006 angkat jempolnya.
Staying enthusiastic makes us strong<Wajah Menangis Gembira>",[]
negatif,"April 2026. Kenapa kita suka dengan lagu zaman dulu. Tahun 2000an. Karna menurut kita lagu waktu itu sesuai dengan kehidupan kita saat itu. Terutama kisah percintaan. Jadi ketika dengar lagu, oh saya nih..😂","April 2026. Kenapa kita suka dengan lagu zaman dulu. Tahun 2000an. Karna menurut kita lagu waktu itu sesuai dengan kehidupan kita saat itu. Terutama kisah percintaan. Jadi ketika dengar lagu, oh saya nih..<Wajah Menangis Gembira>",[]
negatif,kurang menarik tapi tetep bagus 👍🙏,kurang menarik tapi tetep bagus <Jempol Ke Atas><Tangan Merapat Berdoa>,[]
negatif,"bikin teringat masalalu ,waktu jaya jaya nya ,lagu band populer Indonesia 😊❤","bikin teringat masalalu ,waktu jaya jaya nya ,lagu band populer Indonesia <Wajah Tersenyum Dengan Mata Tersenyum><Hati Merah>",[]
negatif,Lagunya enak jadi inget masa-masa SMA👍,Lagunya enak jadi inget masa-masa SMA<Jempol Ke Atas>,[]
negatif,Enak sih tapi sayang gak bisa di dowload😢😭,Enak sih tapi sayang gak bisa di dowload<Wajah Menangis><Wajah Menangis Kencang>,[]
negatif,Josss muantapp musikk keren abiss Thun yang tak terlupakan is the best❤❤,Josss muantapp musikk keren abiss Thun yang tak terlupakan is the best<Hati Merah><Hati Merah>,[]
